client_id,client_name,policy_type,policy_start_date,annual_premium,claims_last_3_years,communication_frequency,client_tenure_years,last_contact_date,industry,region
3720,"Mcneil, Solis and Horton",Cyber,2016-07-19,3455.86,5,Monthly,3,2025-02-18,Retail,Oshawa
3721,Franklin Group,Property,2023-09-13,11178.99,5,Monthly,10,2024-11-28,Technology,Pickering
3722,"Morris, Ramos and Smith",Commercial Auto,2018-12-04,5467.62,0,Annually,8,2024-12-16,Finance,Durham
3723,Jones-Lee,Commercial Auto,2021-10-07,7110.26,2,Annually,4,2024-10-02,Transport,Durham
3724,"Braun, Mays and Martinez",Errors & Omissions,2020-08-20,17315.53,2,Annually,10,2024-10-14,Construction,Durham
3725,Watkins and Sons,General Liability,2019-08-26,17589.22,4,Monthly,9,2024-05-03,Manufacturing,Whitby
3726,Romero Group,Commercial Auto,2017-07-09,12155.9,2,Annually,9,2024-09-17,Healthcare,Pickering
3727,"Mcdonald, Martin and Gonzalez",Property,2021-12-18,4463.59,0,Monthly,10,2024-12-11,Construction,Pickering
3728,Thompson-Wright,Cyber,2018-06-08,16085.26,2,Quarterly,5,2024-07-01,Healthcare,Ajax
3729,Ray-Faulkner,Cyber,2020-03-04,5518.82,3,Quarterly,2,2024-05-17,Retail,Durham
3730,Nelson Group,Cyber,2017-02-09,10171.95,4,Annually,4,2024-12-18,Transport,Toronto
3731,Tapia LLC,Errors & Omissions,2023-02-15,4979.8,5,Annually,3,2024-09-02,Construction,Pickering
3732,Gray-Ruiz,Property,2019-08-24,18341.06,0,Annually,2,2025-03-07,Retail,Whitby
3733,Wagner-Moss,Commercial Auto,2018-06-08,15559.28,4,Quarterly,1,2024-11-18,Finance,Toronto
3734,Weiss Group,Property,2016-05-07,10569.52,3,Monthly,10,2024-10-10,Manufacturing,Durham
3735,Gill Group,Errors & Omissions,2018-06-27,11245.8,0,Annually,8,2024-07-05,Construction,Oshawa
3736,Blake LLC,Errors & Omissions,2017-11-07,3333.67,0,Monthly,3,2024-04-23,Healthcare,Durham
3737,"Medina, Tran and Thompson",General Liability,2019-01-12,10641.78,0,Annually,1,2024-09-12,Manufacturing,Pickering
3738,Ford-Chavez,Property,2019-01-28,7124.7,1,Quarterly,3,2024-08-01,Transport,Pickering
3739,Hart-Castillo,Cyber,2020-07-18,8012.13,5,Monthly,2,2024-12-14,Technology,Ajax
3740,Taylor-Harrison,Errors & Omissions,2020-12-09,17100.66,0,Quarterly,8,2024-11-15,Finance,Whitby
3741,Hendricks Inc,Errors & Omissions,2016-12-05,9659.47,1,Annually,1,2024-06-25,Transport,Oshawa
3742,Hensley Ltd,General Liability,2016-06-30,8675.45,2,Quarterly,8,2024-08-06,Construction,Durham
3743,"Brooks, Sullivan and Perry",Cyber,2015-07-27,4745.28,4,Quarterly,6,2024-07-22,Healthcare,Durham
3744,Waller-Brooks,Errors & Omissions,2015-11-08,17409.7,5,Monthly,5,2024-11-27,Transport,Ajax
3745,Parker-Archer,Commercial Auto,2015-12-27,10340.4,0,Monthly,9,2025-04-12,Finance,Durham
3746,Ortiz Inc,Cyber,2022-06-26,10066.66,1,Monthly,6,2024-11-08,Transport,Oshawa
3747,Cruz PLC,Property,2016-02-06,11426.95,0,Quarterly,4,2025-02-05,Construction,Durham
3748,Lee Group,General Liability,2021-05-15,12837.24,1,Annually,5,2025-02-18,Manufacturing,Oshawa
3749,Wise-Walton,Commercial Auto,2019-06-19,15428.34,5,Monthly,7,2024-08-08,Technology,Durham
3750,Hicks-Burns,Commercial Auto,2015-05-28,19983.45,2,Annually,6,2025-01-03,Construction,Whitby
3751,"Richardson, Brown and Cruz",Property,2022-05-09,3629.29,3,Quarterly,6,2025-02-22,Transport,Oshawa
3752,Fitzgerald-Allen,General Liability,2023-12-29,9794.57,0,Quarterly,8,2024-07-27,Healthcare,Durham
3753,Dorsey LLC,Errors & Omissions,2019-08-14,11727.05,5,Monthly,10,2025-03-04,Construction,Pickering
3754,"Mann, Johnson and Wade",General Liability,2019-06-11,15318.44,1,Quarterly,3,2024-05-14,Transport,Durham
3755,Green Group,Errors & Omissions,2015-07-19,18899.78,2,Quarterly,3,2025-01-18,Transport,Whitby
3756,"Hernandez, Wright and Lane",Property,2017-11-20,18386.24,5,Quarterly,1,2024-06-18,Healthcare,Durham
3757,"Skinner, Smith and Wise",Property,2017-04-17,17749.78,5,Monthly,4,2025-02-21,Transport,Oshawa
3758,"Dawson, Cruz and Mccarthy",Commercial Auto,2016-10-24,6942.4,1,Annually,1,2025-03-27,Technology,Ajax
3759,Stone and Sons,Commercial Auto,2021-11-04,4031.98,5,Quarterly,1,2025-01-17,Construction,Toronto
3760,Martin-Simmons,Commercial Auto,2021-12-27,3323.33,5,Monthly,5,2025-01-11,Manufacturing,Durham
3761,"Turner, Ponce and Barrett",Property,2022-11-12,12798.86,1,Quarterly,5,2025-03-08,Construction,Durham
3762,Willis-Gross,Errors & Omissions,2019-01-19,12405.35,2,Quarterly,10,2025-02-04,Healthcare,Durham
3763,"Booth, Rodriguez and Armstrong",Property,2017-08-16,7553.43,0,Annually,7,2024-05-22,Retail,Oshawa
3764,Olsen-Adams,Property,2015-06-03,14021.1,3,Quarterly,5,2024-10-20,Finance,Pickering
3765,Conrad Group,Commercial Auto,2020-02-06,18115.39,5,Quarterly,7,2025-01-29,Retail,Durham
3766,"Parker, Benitez and Velasquez",General Liability,2020-12-31,4987.99,2,Monthly,2,2024-11-18,Construction,Durham
3767,Davis Ltd,Commercial Auto,2023-01-28,13585.84,1,Monthly,3,2024-06-05,Retail,Durham
3768,Warren-Pena,General Liability,2020-12-28,13985.06,2,Quarterly,10,2024-09-30,Retail,Durham
3769,"Jordan, Thompson and Lopez",Errors & Omissions,2022-12-26,10621.53,1,Quarterly,4,2024-10-23,Transport,Whitby
3770,Gonzalez and Sons,Errors & Omissions,2020-10-22,10415.91,4,Monthly,10,2024-11-03,Manufacturing,Oshawa
3771,"Fry, Hayes and Olsen",Cyber,2018-06-23,5742.67,2,Annually,1,2025-03-23,Technology,Pickering
3772,Harris Ltd,Cyber,2016-10-20,15345.56,3,Monthly,1,2025-04-18,Construction,Pickering
3773,Lamb and Sons,Cyber,2018-03-21,10977.09,1,Monthly,3,2024-04-25,Finance,Durham
3774,Bird-Savage,Errors & Omissions,2022-07-07,10447.88,1,Annually,6,2024-09-20,Finance,Durham
3775,Sims-Weber,Commercial Auto,2020-08-11,11629.81,2,Annually,2,2024-12-25,Finance,Durham
3776,"Martin, Carter and Gray",Commercial Auto,2018-02-27,12990.2,1,Annually,3,2024-09-16,Construction,Oshawa
3777,Brown-Johnson,Commercial Auto,2022-01-12,14644.56,1,Monthly,2,2024-12-27,Construction,Durham
3778,Woods Ltd,Property,2016-02-06,18669.51,2,Quarterly,4,2024-08-06,Technology,Durham
3779,Smith LLC,Cyber,2019-03-29,17508.71,2,Monthly,8,2025-01-05,Healthcare,Durham
3780,Ortega Inc,Commercial Auto,2019-05-25,15158.39,5,Monthly,6,2024-07-18,Finance,Durham
3781,Clark Inc,Cyber,2022-06-10,10963.94,3,Quarterly,7,2025-01-11,Construction,Oshawa
3782,Morrison-Hatfield,Cyber,2018-05-11,18013.95,2,Quarterly,6,2024-06-06,Finance,Durham
3783,Frederick-Kennedy,Property,2015-06-15,15290.92,0,Quarterly,9,2024-09-03,Construction,Ajax
3784,Munoz-Rogers,Errors & Omissions,2017-09-19,9636.31,3,Monthly,10,2025-03-31,Healthcare,Oshawa
3785,"Wu, Key and Montoya",Commercial Auto,2023-02-04,10086.64,2,Monthly,7,2024-12-29,Construction,Oshawa
3786,Ortega-Gray,Property,2021-08-09,19000.35,4,Annually,4,2024-11-13,Technology,Whitby
3787,Hester LLC,Errors & Omissions,2021-04-29,14092.5,2,Monthly,6,2024-12-04,Retail,Durham
3788,Smith Ltd,Errors & Omissions,2024-03-02,9124.34,2,Annually,10,2025-03-24,Healthcare,Durham
3789,Hardy-Barron,Commercial Auto,2018-06-26,11029.52,5,Monthly,6,2025-02-10,Retail,Durham
3790,Johnson Inc,Cyber,2016-08-19,19506.01,4,Monthly,8,2025-02-11,Construction,Durham
3791,"Ramirez, Lyons and Briggs",General Liability,2019-08-30,5754.44,3,Monthly,1,2025-04-08,Healthcare,Oshawa
3792,Hayes-Parks,Cyber,2023-03-03,6522.55,5,Quarterly,9,2025-04-15,Manufacturing,Durham
3793,Robertson-Keller,Cyber,2023-03-12,14741.86,5,Quarterly,7,2024-05-13,Healthcare,Durham
3794,Andersen LLC,General Liability,2015-09-24,4465.26,1,Annually,2,2024-06-01,Construction,Pickering
3795,Schultz Inc,Errors & Omissions,2017-06-15,11209.13,0,Annually,10,2024-09-17,Finance,Ajax
3796,"Nguyen, Wallace and Lawson",General Liability,2015-04-30,5945.95,4,Monthly,10,2024-12-31,Manufacturing,Durham
3797,Stevenson-Bauer,General Liability,2022-11-17,5657.34,3,Annually,4,2025-03-19,Manufacturing,Toronto
3798,Patterson-Huynh,Property,2017-04-04,11367.16,1,Annually,2,2024-07-30,Healthcare,Pickering
3799,Hatfield-Vincent,Property,2016-11-08,16489.2,4,Annually,5,2025-03-31,Retail,Ajax
3800,Navarro LLC,Property,2021-03-02,19031.93,4,Annually,6,2025-02-16,Healthcare,Durham
3801,"Lee, Thomas and Meyer",Errors & Omissions,2018-01-25,11393.33,1,Annually,9,2024-12-04,Technology,Pickering
3802,"Glover, Moran and Johnson",General Liability,2019-02-24,6990.22,5,Quarterly,5,2025-04-15,Transport,Pickering
3803,Robles-Turner,Commercial Auto,2015-06-01,12466.12,3,Annually,4,2025-01-28,Technology,Pickering
3804,"Davies, Archer and Owens",General Liability,2018-05-22,19987.44,2,Annually,5,2025-01-03,Manufacturing,Durham
3805,Friedman-Olson,Errors & Omissions,2018-07-11,9099.37,5,Quarterly,6,2024-06-17,Finance,Ajax
3806,"Allen, Lewis and Mullins",Property,2022-08-25,7433.74,5,Monthly,7,2025-04-08,Transport,Durham
3807,"Graves, Garcia and Holder",Errors & Omissions,2018-03-04,14507.77,2,Quarterly,7,2025-03-19,Retail,Oshawa
3808,Martin LLC,Property,2016-12-29,5970.15,1,Monthly,4,2025-01-02,Finance,Durham
3809,Miranda-Robinson,Errors & Omissions,2018-03-21,17610.85,2,Quarterly,2,2024-11-07,Manufacturing,Pickering
3810,Wade-Lynn,Commercial Auto,2016-06-16,11559.14,5,Quarterly,2,2024-05-29,Healthcare,Durham
3811,"Martinez, Taylor and Nichols",Property,2021-04-22,16715.86,4,Monthly,4,2024-08-28,Technology,Durham
3812,"Vasquez, Pope and Cook",Property,2024-03-25,8741.49,4,Annually,9,2024-04-23,Construction,Ajax
3813,Huynh PLC,General Liability,2017-06-05,4937.48,5,Quarterly,9,2024-07-09,Finance,Ajax
3814,Schneider Group,Errors & Omissions,2024-03-12,6853.73,2,Quarterly,6,2025-04-22,Retail,Pickering
3815,"Paul, Hardy and Valdez",Cyber,2023-08-17,12553.68,0,Annually,1,2024-10-14,Technology,Durham
3816,"Burch, Kim and Hall",Cyber,2015-05-20,11268.21,4,Monthly,4,2025-02-17,Healthcare,Toronto
3817,Wilson-Miller,General Liability,2021-07-15,19892.27,1,Monthly,5,2024-05-11,Transport,Durham
3818,Peterson PLC,Errors & Omissions,2016-11-30,16343.06,2,Monthly,3,2024-06-06,Construction,Toronto
3819,Garner Inc,Commercial Auto,2022-09-09,16079.36,1,Monthly,4,2024-10-24,Construction,Toronto
3820,"Richardson, Castaneda and Finley",General Liability,2017-02-13,16091.61,3,Annually,7,2024-05-14,Finance,Durham
3821,"Mclaughlin, Collins and Lawrence",Property,2017-03-20,12469.38,2,Monthly,3,2025-04-21,Retail,Oshawa
3822,Boone Group,Commercial Auto,2023-11-14,18237.4,0,Monthly,3,2024-12-11,Finance,Durham
3823,Wise-Salinas,Errors & Omissions,2022-09-26,17507.94,0,Quarterly,1,2024-06-22,Transport,Durham
3824,Meyer PLC,Property,2018-11-27,17852.83,4,Monthly,4,2024-09-30,Construction,Oshawa
3825,"Walker, Foster and Medina",Cyber,2021-08-17,13272.92,5,Quarterly,4,2024-12-23,Healthcare,Whitby
3826,Stewart-Cabrera,Errors & Omissions,2020-12-17,4770.41,5,Quarterly,5,2024-08-16,Technology,Oshawa
3827,Hood-Porter,Property,2016-09-11,3857.17,1,Quarterly,8,2024-05-09,Transport,Durham
3828,Hernandez-Campbell,Errors & Omissions,2020-08-19,19086.55,3,Annually,5,2024-10-13,Manufacturing,Toronto
3829,"Ortega, Solis and Warner",Property,2023-03-14,16582.78,1,Monthly,3,2025-03-30,Technology,Durham
3830,"Flores, Shaw and Barker",Errors & Omissions,2023-04-25,19365,3,Quarterly,5,2024-05-11,Transport,Durham
3831,Shea-Mccarthy,Cyber,2018-02-27,15847.99,4,Monthly,7,2024-07-11,Manufacturing,Pickering
3832,Welch-Lewis,General Liability,2016-11-29,19569.22,2,Annually,4,2024-05-05,Retail,Durham
3833,Padilla-Bennett,Property,2021-10-20,16288.09,2,Annually,2,2024-11-08,Manufacturing,Ajax
3834,Hernandez-Moran,Property,2024-02-07,13364.15,4,Monthly,1,2024-12-23,Manufacturing,Durham
3835,"Michael, Walker and Fitzgerald",Cyber,2016-01-25,17592.59,3,Monthly,5,2024-11-18,Technology,Durham
3836,Gates Ltd,General Liability,2016-03-01,4731.76,5,Quarterly,4,2024-05-05,Manufacturing,Oshawa
3837,Evans-Briggs,Errors & Omissions,2021-02-01,12562.04,4,Monthly,8,2024-11-10,Retail,Durham
3838,Ritter PLC,Property,2019-05-01,11624.2,0,Monthly,10,2024-12-27,Finance,Oshawa
3839,Rogers-Gregory,General Liability,2023-06-15,5839.79,2,Annually,7,2025-04-06,Healthcare,Oshawa
3840,Todd-Myers,Errors & Omissions,2018-12-25,5007.01,5,Annually,9,2025-03-25,Construction,Whitby
3841,"Acosta, Campbell and Leblanc",Property,2016-06-14,6491.57,0,Annually,7,2025-03-22,Manufacturing,Durham
3842,"Chase, Long and Anderson",Property,2021-09-11,9147.85,5,Monthly,9,2024-05-18,Manufacturing,Durham
3843,"Glenn, Brown and Michael",Errors & Omissions,2017-12-09,15381.94,2,Annually,1,2024-10-16,Retail,Toronto
3844,Ellis-Martin,Cyber,2023-12-17,15038.78,0,Monthly,1,2024-06-23,Finance,Toronto
3845,Ramos Group,General Liability,2023-06-21,15953.4,1,Quarterly,9,2024-09-26,Finance,Oshawa
3846,Merritt-Clark,Property,2018-03-30,11472.65,3,Monthly,6,2024-06-20,Manufacturing,Durham
3847,"Gonzalez, Curtis and Cox",Errors & Omissions,2023-12-21,17798.38,3,Annually,3,2024-11-14,Retail,Durham
3848,"Garcia, Floyd and Garrison",Property,2020-01-03,5623.03,2,Annually,10,2024-06-26,Manufacturing,Whitby
3849,Clements-Simmons,Errors & Omissions,2020-12-14,9183.53,2,Monthly,5,2024-12-12,Manufacturing,Durham
3850,Howe Inc,Property,2020-08-07,16925.73,5,Monthly,7,2024-10-01,Healthcare,Oshawa
3851,Mccann-White,Commercial Auto,2016-03-20,5090.72,0,Annually,10,2024-11-22,Finance,Pickering
3852,Wilson PLC,Cyber,2016-12-10,6432.14,1,Annually,1,2024-06-29,Construction,Durham
3853,"Morgan, Hamilton and Hernandez",General Liability,2024-01-20,19483.82,2,Annually,3,2024-12-31,Construction,Oshawa
3854,"Powell, Johnson and Allen",Cyber,2017-08-29,16076.73,2,Monthly,2,2025-03-26,Finance,Pickering
3855,Turner-Carlson,Cyber,2018-03-03,3111.99,1,Quarterly,8,2025-02-16,Construction,Toronto
3856,Delgado Group,General Liability,2023-06-03,17191.83,3,Monthly,8,2024-08-15,Retail,Ajax
3857,"Esparza, Lambert and Davis",Cyber,2018-01-27,11052.28,4,Annually,5,2025-03-12,Finance,Pickering
3858,Hancock-Santos,Commercial Auto,2015-05-01,7874.89,1,Annually,2,2024-08-17,Construction,Oshawa
3859,Chen-Wallace,Errors & Omissions,2016-03-24,5911.45,0,Quarterly,8,2025-03-16,Retail,Durham
3860,Wilson Inc,General Liability,2018-05-01,7522.27,3,Annually,5,2024-11-13,Finance,Durham
3861,Burns Ltd,Errors & Omissions,2018-12-12,15158.4,4,Annually,4,2024-08-27,Finance,Ajax
3862,"Walker, Matthews and Archer",Property,2020-04-27,10055.15,3,Monthly,1,2025-02-09,Transport,Durham
3863,Hill-Mcgee,Commercial Auto,2017-06-24,13700.49,4,Quarterly,5,2024-05-04,Manufacturing,Ajax
3864,"White, Washington and Newman",Errors & Omissions,2019-03-14,7172.67,4,Annually,4,2025-01-04,Retail,Pickering
3865,Evans-Martinez,Errors & Omissions,2017-08-11,15804.51,5,Monthly,6,2025-03-19,Manufacturing,Durham
3866,Brown-Stout,General Liability,2017-12-15,12004.05,3,Monthly,1,2024-04-30,Finance,Oshawa
3867,"Lopez, Hess and Smith",Property,2016-04-25,16382.67,5,Quarterly,3,2024-10-17,Healthcare,Durham
3868,"Roth, Logan and Moreno",General Liability,2019-08-06,5345.9,3,Monthly,4,2024-06-19,Manufacturing,Oshawa
3869,Stone PLC,Property,2016-10-26,10289.99,3,Annually,9,2024-11-09,Technology,Durham
3870,"Reeves, Tyler and Martinez",General Liability,2020-01-11,18606.34,1,Annually,6,2024-11-06,Technology,Durham
3871,Sheppard Inc,Errors & Omissions,2020-01-20,18267.11,2,Quarterly,1,2025-01-04,Manufacturing,Whitby
3872,Atkins Ltd,Errors & Omissions,2023-08-07,19181.29,5,Monthly,3,2024-12-04,Technology,Durham
3873,Smith Group,Commercial Auto,2020-01-20,11774.64,2,Annually,3,2024-09-01,Manufacturing,Toronto
3874,Martinez-Anderson,Errors & Omissions,2018-11-27,14597.38,4,Quarterly,9,2024-11-28,Transport,Oshawa
3875,Delgado Inc,Cyber,2017-07-20,19043.58,2,Quarterly,10,2024-07-03,Transport,Toronto
3876,"Scott, Mullins and Miller",Errors & Omissions,2024-03-28,10523.84,3,Monthly,5,2024-12-28,Healthcare,Durham
3877,Hunter LLC,Cyber,2017-03-05,16092.58,5,Quarterly,7,2024-12-30,Technology,Durham
3878,"Jackson, Rowland and Barrett",Errors & Omissions,2016-06-07,15199.64,3,Annually,7,2024-10-21,Healthcare,Durham
3879,Turner PLC,Cyber,2022-06-24,11794.93,2,Quarterly,6,2024-12-24,Finance,Whitby
3880,Hopkins-Wallace,Cyber,2021-06-07,4182.88,0,Annually,3,2024-08-08,Technology,Durham
3881,"Henry, Edwards and Bartlett",Errors & Omissions,2018-08-25,8751.16,1,Quarterly,8,2024-05-27,Retail,Durham
3882,Obrien-Dixon,Cyber,2015-06-26,9828.06,4,Quarterly,6,2024-05-22,Manufacturing,Whitby
3883,"Garcia, Weiss and Young",Commercial Auto,2017-06-18,16130.33,0,Monthly,3,2024-10-02,Healthcare,Durham
3884,Thomas and Sons,Property,2015-07-14,10379.23,3,Annually,4,2024-11-18,Construction,Durham
3885,Guzman and Sons,Cyber,2017-06-24,9685.53,3,Monthly,4,2024-04-23,Transport,Oshawa
3886,"Howard, Anderson and Dean",Cyber,2015-12-04,3630.59,2,Annually,3,2024-10-04,Finance,Durham
3887,Pierce LLC,Commercial Auto,2018-11-05,18682.82,4,Quarterly,9,2025-04-21,Transport,Durham
3888,Santos-Martin,Commercial Auto,2016-03-04,5566.19,3,Quarterly,3,2024-12-09,Construction,Durham
3889,Miller-King,General Liability,2020-01-09,12767.47,4,Annually,10,2025-01-14,Manufacturing,Durham
3890,Bentley-Thomas,Property,2017-11-06,19621.46,0,Annually,4,2024-06-05,Retail,Durham
3891,Jones Ltd,General Liability,2019-01-13,19660.8,1,Quarterly,1,2025-01-27,Transport,Durham
3892,Cowan-Terry,Cyber,2017-07-17,16584.2,4,Monthly,3,2024-12-11,Transport,Durham
3893,Klein PLC,Commercial Auto,2017-07-13,17888.83,1,Monthly,1,2025-04-01,Construction,Whitby
3894,"Holland, Dixon and Martin",Cyber,2022-10-11,19535.24,2,Quarterly,3,2025-04-05,Healthcare,Durham
3895,Stewart Group,Errors & Omissions,2023-10-13,10128.19,4,Annually,6,2024-09-19,Technology,Oshawa
3896,Johnson-Munoz,Property,2021-06-02,18058.31,5,Monthly,7,2025-03-22,Transport,Ajax
3897,Nelson PLC,Errors & Omissions,2017-06-22,14913.44,4,Annually,10,2024-06-04,Construction,Durham
3898,Sutton Group,Commercial Auto,2017-01-24,17850.29,1,Quarterly,2,2024-06-28,Technology,Durham
3899,Murphy Inc,Commercial Auto,2019-06-16,15266.37,4,Annually,4,2025-02-27,Transport,Whitby
3900,Blankenship-Strickland,Commercial Auto,2021-08-27,8332.82,1,Monthly,4,2024-10-23,Technology,Durham
3901,Melton and Sons,Property,2018-08-11,8850.68,1,Annually,1,2024-09-27,Healthcare,Durham
3902,Smith-Bennett,General Liability,2016-01-06,17059.06,5,Monthly,4,2024-09-22,Manufacturing,Oshawa
3903,Gray Inc,Cyber,2017-07-13,18303.54,2,Annually,1,2024-06-13,Finance,Pickering
3904,Thompson Ltd,Cyber,2023-11-15,13376.82,0,Annually,4,2024-04-29,Transport,Ajax
3905,Chapman-Roman,Cyber,2016-11-25,5496.65,0,Monthly,4,2024-11-25,Construction,Durham
3906,Rice Ltd,Cyber,2022-06-02,9866.95,2,Annually,5,2024-05-05,Transport,Oshawa
3907,"Grimes, Arnold and Lawson",Cyber,2021-01-06,13945.95,1,Monthly,7,2024-11-14,Construction,Whitby
3908,Jackson Group,General Liability,2016-02-10,18088.86,2,Monthly,8,2024-06-13,Manufacturing,Durham
3909,Reed Ltd,Errors & Omissions,2022-03-27,13614.11,3,Annually,8,2025-03-15,Transport,Ajax
3910,"Faulkner, Schmidt and Wheeler",Property,2019-08-15,13509.19,3,Monthly,2,2024-04-29,Technology,Durham
3911,Woods-Anderson,Errors & Omissions,2022-01-16,10516.44,1,Monthly,2,2024-07-25,Retail,Whitby
3912,Parks Ltd,Errors & Omissions,2018-08-30,8869.26,3,Monthly,7,2024-12-21,Healthcare,Oshawa
3913,Sandoval and Sons,Cyber,2015-05-11,16801.13,0,Annually,8,2024-06-08,Technology,Durham
3914,Bradley-Adams,Cyber,2016-04-14,14028.87,5,Monthly,6,2024-10-17,Transport,Ajax
3915,"Fowler, Wood and Waters",General Liability,2021-03-03,16181.81,1,Annually,1,2024-05-15,Transport,Pickering
3916,"Franklin, Mann and White",Property,2019-03-28,17976.57,1,Monthly,8,2024-12-25,Construction,Oshawa
3917,Lindsey-Shaw,Commercial Auto,2022-10-17,4432.78,1,Annually,7,2025-02-11,Healthcare,Durham
3918,Cisneros-Meyer,Errors & Omissions,2023-01-31,12136.37,2,Quarterly,3,2025-03-01,Healthcare,Pickering
3919,"Keith, Cervantes and Torres",Commercial Auto,2023-02-16,9629.89,2,Monthly,8,2024-06-30,Manufacturing,Oshawa
3920,Meza Group,Property,2021-05-13,15220.97,0,Monthly,10,2025-04-16,Technology,Durham
3921,Bruce-Walters,Errors & Omissions,2022-01-29,17957.89,1,Quarterly,10,2024-10-03,Construction,Oshawa
3922,Blair Inc,Commercial Auto,2016-12-10,11847.98,1,Monthly,6,2024-07-07,Manufacturing,Durham
3923,Johnston Inc,Commercial Auto,2019-02-15,12193.43,1,Annually,6,2025-01-09,Finance,Ajax
3924,"Mitchell, Noble and Stokes",General Liability,2017-07-22,6633.49,3,Monthly,4,2025-04-08,Manufacturing,Oshawa
3925,Hayden Group,Property,2016-07-08,11698.42,0,Annually,1,2025-03-31,Construction,Durham
3926,"Romero, Cross and Castillo",Property,2015-09-13,8308.29,5,Monthly,3,2024-08-03,Construction,Durham
3927,"Jennings, Rhodes and Patel",Property,2018-01-24,8792.05,1,Annually,5,2024-08-09,Manufacturing,Durham
3928,Sullivan PLC,Errors & Omissions,2016-11-01,13806.65,1,Monthly,6,2024-08-05,Healthcare,Pickering
3929,Bartlett Ltd,General Liability,2022-05-20,3398.17,5,Annually,4,2024-07-16,Retail,Oshawa
3930,Klein Ltd,Cyber,2016-07-26,18135.43,4,Monthly,1,2024-08-27,Construction,Durham
3931,"Brady, Sanchez and Stevenson",Errors & Omissions,2023-04-20,12178.85,2,Quarterly,2,2025-02-28,Construction,Whitby
3932,"Sutton, Williams and West",Property,2020-05-22,7397.73,0,Monthly,3,2024-12-10,Transport,Whitby
3933,Craig PLC,Errors & Omissions,2021-09-28,17147.89,3,Quarterly,4,2024-09-18,Healthcare,Ajax
3934,Thompson LLC,Commercial Auto,2016-01-02,8167.02,1,Monthly,10,2024-12-23,Retail,Durham
3935,Palmer Inc,Errors & Omissions,2018-01-06,10186.68,2,Quarterly,9,2024-12-31,Retail,Durham
3936,Simpson-Jackson,Errors & Omissions,2019-01-08,11589.67,0,Monthly,5,2024-07-03,Retail,Durham
3937,Morgan Ltd,Property,2017-05-04,15443.76,3,Monthly,8,2024-12-28,Construction,Durham
3938,Decker Inc,Commercial Auto,2015-10-22,17306.92,4,Annually,3,2024-07-30,Transport,Pickering
3939,Evans-Carter,Property,2019-10-18,7415.86,5,Annually,4,2024-08-30,Transport,Durham
3940,Smith Ltd,Commercial Auto,2019-07-12,11627.49,3,Monthly,1,2024-11-11,Technology,Ajax
3941,"Long, Leblanc and Hickman",Commercial Auto,2020-01-02,5104.82,5,Quarterly,4,2025-01-12,Construction,Durham
3942,"Robertson, Barry and Walls",Commercial Auto,2016-06-12,15861.52,1,Quarterly,5,2025-03-07,Manufacturing,Toronto
3943,"Charles, Brown and Smith",Property,2021-11-23,19002.83,3,Quarterly,3,2025-03-28,Transport,Whitby
3944,Murphy-Gomez,Commercial Auto,2021-12-23,10628.53,5,Quarterly,1,2024-10-28,Construction,Oshawa
3945,Bailey Ltd,General Liability,2018-01-25,12731.4,3,Annually,3,2025-04-07,Manufacturing,Ajax
3946,Morales Inc,General Liability,2017-11-16,3088.63,3,Annually,9,2024-04-25,Finance,Durham
3947,Jordan and Sons,Cyber,2016-09-09,8762.67,5,Annually,5,2024-05-24,Transport,Durham
3948,Rice and Sons,General Liability,2018-10-06,7013.65,1,Quarterly,8,2024-07-01,Finance,Durham
3949,Martinez-Freeman,Cyber,2017-04-29,15677.89,0,Quarterly,2,2024-04-27,Construction,Oshawa
3950,Hammond LLC,General Liability,2022-06-14,12887.09,3,Annually,10,2025-02-02,Manufacturing,Durham
3951,Ruiz LLC,Property,2023-08-05,15149,1,Monthly,1,2025-02-06,Healthcare,Durham
3952,Diaz-Mcclain,Cyber,2015-07-19,18938.17,2,Annually,2,2024-08-15,Healthcare,Pickering
3953,"Cain, Rodriguez and Gonzales",Errors & Omissions,2023-11-01,14313.85,1,Monthly,8,2025-03-03,Manufacturing,Whitby
3954,Martin-Gomez,Errors & Omissions,2016-04-05,17356.43,3,Monthly,3,2025-01-05,Manufacturing,Whitby
3955,Smith-Stephenson,General Liability,2021-07-20,6975.24,2,Quarterly,3,2025-04-19,Construction,Oshawa
3956,"Gonzalez, Lopez and Williams",Errors & Omissions,2022-03-19,8086.43,2,Quarterly,3,2025-01-03,Healthcare,Durham
3957,Fisher-Rivera,General Liability,2021-07-31,14337.68,5,Monthly,5,2024-06-17,Healthcare,Oshawa
3958,Martin and Sons,General Liability,2022-06-01,16856.35,5,Annually,1,2024-08-16,Finance,Oshawa
3959,Moyer-Bird,Errors & Omissions,2021-12-31,12737.02,3,Annually,6,2024-06-25,Manufacturing,Durham
3960,Fisher PLC,Errors & Omissions,2023-02-22,5379.52,4,Monthly,1,2025-01-03,Manufacturing,Whitby
3961,Marsh-Klein,Commercial Auto,2016-01-01,9420.32,3,Quarterly,8,2025-03-29,Transport,Toronto
3962,Potter-Deleon,Cyber,2021-10-29,15537.71,4,Quarterly,7,2024-09-15,Finance,Durham
3963,Shaw-Mclean,General Liability,2019-04-16,4788.86,0,Quarterly,5,2024-07-15,Manufacturing,Whitby
